file,sucess,failure,forbidden error,not_found,moved_permanently,found,not_modified,count
"""GET /pma/index.php HTTP/1.1"" 404 211 ""-""",0,1,0,1,0,0,0,1
"""GET /PMA/index.php HTTP/1.1"" 404 211 ""-""",0,1,0,1,0,0,0,1
"""GET /PMA2/index.php HTTP/1.1"" 404 212 ""-""",0,1,0,1,0,0,0,1
"""GET /pmamy/index.php HTTP/1.1"" 404 213 ""-""",0,1,0,1,0,0,0,1
"""GET /pmamy2/index.php HTTP/1.1"" 404 214 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/index.php HTTP/1.1"" 404 213 ""-""",0,1,0,1,0,0,0,1
"""GET /db/index.php HTTP/1.1"" 404 210 ""-""",0,1,0,1,0,0,0,1
"""GET /dbadmin/index.php HTTP/1.1"" 404 215 ""-""",0,1,0,1,0,0,0,1
"""GET /web/phpMyAdmin/index.php HTTP/1.1"" 404 222 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/pma/index.php HTTP/1.1"" 404 217 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/PMA/index.php HTTP/1.1"" 404 217 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/mysql/index.php HTTP/1.1"" 404 219 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/mysql2/index.php HTTP/1.1"" 404 220 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/phpmyadmin/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/phpMyAdmin/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /admin/phpmyadmin2/index.php HTTP/1.1"" 404 225 ""-""",0,1,0,1,0,0,0,1
"""GET /mysqladmin/index.php HTTP/1.1"" 404 218 ""-""",0,1,0,1,0,0,0,1
"""GET /mysql-admin/index.php HTTP/1.1"" 404 219 ""-""",0,1,0,1,0,0,0,1
"""GET /phpadmin/index.php HTTP/1.1"" 404 216 ""-""",0,1,0,1,0,0,0,1
"""GET /phpAdmin/index.php HTTP/1.1"" 404 216 ""-""",0,1,0,1,0,0,0,1
"""GET /phpmyadmin0/index.php HTTP/1.1"" 404 219 ""-""",0,1,0,1,0,0,0,1
"""GET /phpmyadmin1/index.php HTTP/1.1"" 404 219 ""-""",0,1,0,1,0,0,0,1
"""GET /phpmyadmin2/index.php HTTP/1.1"" 404 219 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdmin-4.4.0/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /myadmin/index.php HTTP/1.1"" 404 215 ""-""",0,1,0,1,0,0,0,1
"""GET /myadmin2/index.php HTTP/1.1"" 404 216 ""-""",0,1,0,1,0,0,0,1
"""GET /xampp/phpmyadmin/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyadmin_bak/index.php HTTP/1.1"" 404 222 ""-""",0,1,0,1,0,0,0,1
"""GET /www/phpMyAdmin/index.php HTTP/1.1"" 404 222 ""-""",0,1,0,1,0,0,0,1
"""GET /tools/phpMyAdmin/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /phpmyadmin-old/index.php HTTP/1.1"" 404 222 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdminold/index.php HTTP/1.1"" 404 221 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdmin.old/index.php HTTP/1.1"" 404 222 ""-""",0,1,0,1,0,0,0,1
"""GET /pma-old/index.php HTTP/1.1"" 404 215 ""-""",0,1,0,1,0,0,0,1
"""GET /claroline/phpMyAdmin/index.php HTTP/1.1"" 404 228 ""-""",0,1,0,1,0,0,0,1
"""GET /typo3/phpmyadmin/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /phpma/index.php HTTP/1.1"" 404 213 ""-""",0,1,0,1,0,0,0,1
"""GET /phpmyadmin/phpmyadmin/index.php HTTP/1.1"" 404 229 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdmin/phpMyAdmin/index.php HTTP/1.1"" 404 229 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAbmin/index.php HTTP/1.1"" 404 218 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdmin__/index.php HTTP/1.1"" 404 220 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdmin+++---/index.php HTTP/1.1"" 404 224 ""-""",0,1,0,1,0,0,0,1
"""GET /v/index.php HTTP/1.1"" 404 209 ""-""",0,1,0,1,0,0,0,1
"""GET /phpmyadm1n/index.php HTTP/1.1"" 404 218 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdm1n/index.php HTTP/1.1"" 404 218 ""-""",0,1,0,1,0,0,0,1
"""GET /shaAdmin/index.php HTTP/1.1"" 404 216 ""-""",0,1,0,1,0,0,0,1
"""GET /phpMyAdmion/index.php HTTP/1.1"" 404 219 ""-""",0,1,0,1,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0 HTTP/1.1"" 200 7682 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2 HTTP/1.1"" 200 5836 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/wp-embed.min.js?ver=4.9.8 HTTP/1.1"" 200 1398 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""POST /wp-cron.php?doing_wp_cron=1538644675.2632429599761962890625 HTTP/1.1"" 200 - ""http://13.233.58.202/wp-cron.php?doing_wp_cron=1538644675.2632429599761962890625""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/style.css?ver=4.9.8 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,2
"""GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,3
"""GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,3
"""GET /phpmyadmin HTTP/1.1"" 404 208 ""-""",0,1,0,1,0,0,0,2
"""GET /wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/wp-embed.min.js?ver=4.9.8 HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/images/header.jpg HTTP/1.1"" 304 - ""http://13.233.58.202/""",0,1,0,0,0,0,1,1
"""POST /wp-cron.php?doing_wp_cron=1538646264.2115049362182617187500 HTTP/1.1"" 200 - ""http://13.233.58.202/wp-cron.php?doing_wp_cron=1538646264.2115049362182617187500""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/style.css?ver=4.9.8 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,2
"""GET /wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0 HTTP/1.1"" 200 683 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/wp-emoji-release.min.js?ver=4.9.8 HTTP/1.1"" 200 12026 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /index.php/2018/10/04/hello-world/ HTTP/1.1"" 200 57557 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/comment-reply.min.js?ver=4.9.8 HTTP/1.1"" 200 1078 ""http://13.233.58.202/index.php/2018/10/04/hello-world/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1"" 200 10056 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1"" 200 97184 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/style.css?ver=4.9.8 HTTP/1.1"" 200 83401 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/images/header.jpg HTTP/1.1"" 200 114854 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /index.php/category/uncategorized/ HTTP/1.1"" 404 50650 ""http://35.154.33.157/""",0,1,0,1,0,0,0,2
"""GET /wp-login.php?redirect_to=http%3A%2F%2F35.154.33.157%2Fwp-admin%2F&reauth=1 HTTP/1.1"" 200 2242 ""-""",1,0,0,0,0,0,0,1
"""GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.8 HTTP/1.1"" 200 39543 ""http://13.233.58.202/wp-login.php?redirect_to=http%3A%2F%2F35.154.33.157%2Fwp-admin%2F&reauth=1""",1,0,0,0,0,0,0,1
"""GET /wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.1"" 200 1521 ""http://13.233.58.202/wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.8""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/wp-emoji-release.min.js?ver=4.9.8 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,2
"""GET /wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/wp-embed.min.js?ver=4.9.8 HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/images/header.jpg HTTP/1.1"" 304 - ""http://35.154.33.157/""",0,1,0,0,0,0,1,2
"""GET /index.php/2018/10/ HTTP/1.1"" 200 53097 ""http://35.154.33.157/""",1,0,0,0,0,0,0,1
"""GET /favicon.ico HTTP/1.1"" 404 209 ""http://axis.acc.ltd/""",0,1,0,1,0,0,0,2
"""GET /wp-content/themes/twentyseventeen/style.css?ver=4.9.8 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/wp-embed.min.js?ver=4.9.8 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-includes/js/wp-emoji-release.min.js?ver=4.9.8 HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""GET /wp-content/themes/twentyseventeen/assets/images/header.jpg HTTP/1.1"" 304 - ""http://axis.acc.ltd/""",0,1,0,0,0,0,1,1
"""POST /wp-cron.php?doing_wp_cron=1538649517.9287579059600830078125 HTTP/1.1"" 200 - ""http://13.233.58.202/wp-cron.php?doing_wp_cron=1538649517.9287579059600830078125""",1,0,0,0,0,0,0,1
"""GET /index.php/2018/10/04/hello-world/ HTTP/1.1"" 200 57568 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/comment-reply.min.js?ver=4.9.8 HTTP/1.1"" 200 1078 ""http://13.233.58.202/""",1,0,0,0,0,0,0,1
"""GET / HTTP/1.1"" 200 53282 ""-""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/style.css?ver=4.9.8 HTTP/1.1"" 200 83401 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/jquery/jquery.js?ver=1.12.4 HTTP/1.1"" 200 97184 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1 HTTP/1.1"" 200 10056 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/js/skip-link-focus-fix.js?ver=1.0 HTTP/1.1"" 200 683 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/js/global.js?ver=1.0 HTTP/1.1"" 200 7682 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/js/jquery.scrollTo.js?ver=2.1.2 HTTP/1.1"" 200 5836 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/wp-embed.min.js?ver=4.9.8 HTTP/1.1"" 200 1398 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/wp-emoji-release.min.js?ver=4.9.8 HTTP/1.1"" 200 12026 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-content/themes/twentyseventeen/assets/images/header.jpg HTTP/1.1"" 200 114854 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /index.php/2018/10/04/hello-world/ HTTP/1.1"" 200 57518 ""http://axis.acc.ltd/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/comment-reply.min.js?ver=4.9.8 HTTP/1.1"" 200 1078 ""http://axis.acc.ltd/index.php/2018/10/04/hello-world/""",1,0,0,0,0,0,0,1
"""GET /index.php/2018/10/ HTTP/1.1"" 200 53070 ""http://axis.acc.ltd/index.php/2018/10/04/hello-world/""",1,0,0,0,0,0,0,1
"""GET /wp-admin HTTP/1.1"" 301 237 ""-""",0,1,0,0,1,0,0,1
"""GET /wp-login.php?redirect_to=http%3A%2F%2Faxis.acc.ltd%2Fwp-admin%2F&reauth=1 HTTP/1.1"" 200 2237 ""-""",1,0,0,0,0,0,0,1
"""GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.8 HTTP/1.1"" 200 39561 ""http://axis.acc.ltd/wp-login.php?redirect_to=http%3A%2F%2Faxis.acc.ltd%2Fwp-admin%2F&reauth=1""",1,0,0,0,0,0,0,1
"""GET /wp-admin/images/wordpress-logo.svg?ver=20131107 HTTP/1.1"" 200 1521 ""http://axis.acc.ltd/wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.8""",1,0,0,0,0,0,0,1
"""GET / HTTP/1.1"" 200 53332 ""-""",1,0,0,0,0,0,0,1
"""GET /wp-login.php?redirect_to=http%3A%2F%2F35.154.33.157%2Fwp-admin%2F&reauth=1 HTTP/1.1"" 200 2238 ""-""",1,0,0,0,0,0,0,1
"""GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,buttons,forms,l10n,login&ver=4.9.8 HTTP/1.1"" 200 39561 ""http://axis.acc.ltd/wp-login.php?redirect_to=http%3A%2F%2F35.154.33.157%2Fwp-admin%2F&reauth=1""",1,0,0,0,0,0,0,1
"""POST /wp-login.php HTTP/1.1"" 200 3225 ""http://axis.acc.ltd/wp-login.php?redirect_to=http%3A%2F%2F35.154.33.157%2Fwp-admin%2F&reauth=1""",1,0,0,0,0,0,0,1
"""POST /wp-login.php HTTP/1.1"" 200 3246 ""http://axis.acc.ltd/wp-login.php""",1,0,0,0,0,0,0,1
"""GET /wp-login.php?action=lostpassword HTTP/1.1"" 200 1910 ""http://axis.acc.ltd/wp-login.php""",1,0,0,0,0,0,0,1
"""POST /wp-login.php?action=lostpassword HTTP/1.1"" 302 - ""http://axis.acc.ltd/wp-login.php?action=lostpassword""",0,1,0,0,0,1,0,1
"""GET /wp-login.php?checkemail=confirm HTTP/1.1"" 200 2286 ""http://axis.acc.ltd/wp-login.php?action=lostpassword""",1,0,0,0,0,0,0,1
"""POST /wp-login.php HTTP/1.1"" 302 - ""http://axis.acc.ltd/wp-login.php?checkemail=confirm""",0,1,0,0,0,1,0,1
"""GET /wp-admin/ HTTP/1.1"" 200 57279 ""http://axis.acc.ltd/wp-login.php?checkemail=confirm""",1,0,0,0,0,0,0,1
"""GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=4.9.8 HTTP/1.1"" 200 96175 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/thickbox/thickbox.css?ver=4.9.8 HTTP/1.1"" 200 2658 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=4.9.8 HTTP/1.1"" 200 41544 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/css/editor.min.css?ver=4.9.8 HTTP/1.1"" 200 26214 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter,heartbeat,wp-auth-check,wplink,jquery-ui-position,jquery-ui-menu,jquery-ui-autocomplete&ver=4.9.8 HTTP/1.1"" 200 79366 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.1"" 200 15238 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""POST /wp-admin/admin-ajax.php HTTP/1.1"" 200 70 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""POST /wp-admin/admin-ajax.php HTTP/1.1"" 200 47 ""http://axis.acc.ltd/wp-admin/""",1,0,0,0,0,0,0,1
"""POST /wp-cron.php?doing_wp_cron=1538653701.6426470279693603515625 HTTP/1.1"" 200 - ""http://axis.acc.ltd/wp-cron.php?doing_wp_cron=1538653701.6426470279693603515625""",1,0,0,0,0,0,0,1
"""GET /index.php/feed/ HTTP/1.1"" 200 1653 ""http://axis.acc.ltd/index.php/2018/10/04/hello-world/""",1,0,0,0,0,0,0,1
"""GET / HTTP/1.1"" 301 - ""-""",0,1,0,0,1,0,0,2
